dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
25/11/2020,25,11,2020,185,13,Afghanistan,AF,AFG,38041757,Asia,7.1999829
24/11/2020,24,11,2020,246,17,Afghanistan,AF,AFG,38041757,Asia,6.71367519
23/11/2020,23,11,2020,252,8,Afghanistan,AF,AFG,38041757,Asia,6.655844
22/11/2020,22,11,2020,154,12,Afghanistan,AF,AFG,38041757,Asia,6.20370926
21/11/2020,21,11,2020,232,25,Afghanistan,AF,AFG,38041757,Asia,6.13010593
20/11/2020,20,11,2020,282,5,Afghanistan,AF,AFG,38041757,Asia,5.6727138
19/11/2020,19,11,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,5.03657073
18/11/2020,18,11,2020,383,13,Afghanistan,AF,AFG,38041757,Asia,5.35464227
17/11/2020,17,11,2020,65,6,Afghanistan,AF,AFG,38041757,Asia,4.57392123
16/11/2020,16,11,2020,163,9,Afghanistan,AF,AFG,38041757,Asia,4.65278194
15/11/2020,15,11,2020,205,12,Afghanistan,AF,AFG,38041757,Asia,4.57129254
14/11/2020,14,11,2020,66,10,Afghanistan,AF,AFG,38041757,Asia,4.23219148
13/11/2020,13,11,2020,360,14,Afghanistan,AF,AFG,38041757,Asia,4.47140231
12/11/2020,12,11,2020,146,4,Afghanistan,AF,AFG,38041757,Asia,3.84840269
11/11/2020,11,11,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,3.4646139
10/11/2020,10,11,2020,224,12,Afghanistan,AF,AFG,38041757,Asia,3.76165591
9/11/2020,9,11,2020,80,3,Afghanistan,AF,AFG,38041757,Asia,3.69593865
8/11/2020,8,11,2020,126,6,Afghanistan,AF,AFG,38041757,Asia,3.65650829
7/11/2020,7,11,2020,58,2,Afghanistan,AF,AFG,38041757,Asia,3.53821723
6/11/2020,6,11,2020,40,0,Afghanistan,AF,AFG,38041757,Asia,3.5461033
5/11/2020,5,11,2020,121,6,Afghanistan,AF,AFG,38041757,Asia,3.74588377
4/11/2020,4,11,2020,86,4,Afghanistan,AF,AFG,38041757,Asia,3.78268543
3/11/2020,3,11,2020,95,3,Afghanistan,AF,AFG,38041757,Asia,3.78794281
2/11/2020,2,11,2020,132,5,Afghanistan,AF,AFG,38041757,Asia,3.76691329
1/11/2020,1,11,2020,76,0,Afghanistan,AF,AFG,38041757,Asia,3.57501889
31/10/2020,31,10,2020,157,4,Afghanistan,AF,AFG,38041757,Asia,3.55398937
30/10/2020,30,10,2020,123,3,Afghanistan,AF,AFG,38041757,Asia,3.26483343
29/10/2020,29,10,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.94150452
28/10/2020,28,10,2020,113,7,Afghanistan,AF,AFG,38041757,Asia,3.02562261
27/10/2020,27,10,2020,199,8,Afghanistan,AF,AFG,38041757,Asia,2.90207416
26/10/2020,26,10,2020,65,3,Afghanistan,AF,AFG,38041757,Asia,2.71806583
25/10/2020,25,10,2020,81,4,Afghanistan,AF,AFG,38041757,Asia,2.79955524
24/10/2020,24,10,2020,61,2,Afghanistan,AF,AFG,38041757,Asia,2.58663132
23/10/2020,23,10,2020,116,4,Afghanistan,AF,AFG,38041757,Asia,2.45256811
22/10/2020,22,10,2020,135,2,Afghanistan,AF,AFG,38041757,Asia,2.35004918
21/10/2020,21,10,2020,88,2,Afghanistan,AF,AFG,38041757,Asia,2.17392693
20/10/2020,20,10,2020,87,5,Afghanistan,AF,AFG,38041757,Asia,2.10558098
19/10/2020,19,10,2020,59,4,Afghanistan,AF,AFG,38041757,Asia,2.25804502
18/10/2020,18,10,2020,68,3,Afghanistan,AF,AFG,38041757,Asia,2.21861467
17/10/2020,17,10,2020,47,4,Afghanistan,AF,AFG,38041757,Asia,2.05826455
16/10/2020,16,10,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.94785956
15/10/2020,15,10,2020,32,1,Afghanistan,AF,AFG,38041757,Asia,1.99254729
14/10/2020,14,10,2020,66,0,Afghanistan,AF,AFG,38041757,Asia,1.94523087
13/10/2020,13,10,2020,129,3,Afghanistan,AF,AFG,38041757,Asia,1.81116766
12/10/2020,12,10,2020,96,4,Afghanistan,AF,AFG,38041757,Asia,1.50361089
11/10/2020,11,10,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.25125661
10/10/2020,10,10,2020,10,1,Afghanistan,AF,AFG,38041757,Asia,1.34326078
9/10/2020,9,10,2020,77,2,Afghanistan,AF,AFG,38041757,Asia,1.33274601
8/10/2020,8,10,2020,68,1,Afghanistan,AF,AFG,38041757,Asia,1.1723959
7/10/2020,7,10,2020,62,2,Afghanistan,AF,AFG,38041757,Asia,1.05936222
6/10/2020,6,10,2020,145,5,Afghanistan,AF,AFG,38041757,Asia,1.08302043
5/10/2020,5,10,2020,44,0,Afghanistan,AF,AFG,38041757,Asia,0.78072104
4/10/2020,4,10,2020,7,4,Afghanistan,AF,AFG,38041757,Asia,0.66505866
3/10/2020,3,10,2020,5,0,Afghanistan,AF,AFG,38041757,Asia,0.97524412
2/10/2020,2,10,2020,17,0,Afghanistan,AF,AFG,38041757,Asia,1.08564912
1/10/2020,1,10,2020,14,0,Afghanistan,AF,AFG,38041757,Asia,1.04096138
30/09/2020,30,9,2020,15,2,Afghanistan,AF,AFG,38041757,Asia,1.04884745
29/09/2020,29,9,2020,12,3,Afghanistan,AF,AFG,38041757,Asia,1.11456471
28/09/2020,28,9,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.34326078
27/09/2020,27,9,2020,35,0,Afghanistan,AF,AFG,38041757,Asia,1.54041255
26/09/2020,26,9,2020,6,2,Afghanistan,AF,AFG,38041757,Asia,1.54041255
25/09/2020,25,9,2020,16,0,Afghanistan,AF,AFG,38041757,Asia,1.61401588
24/09/2020,24,9,2020,25,5,Afghanistan,AF,AFG,38041757,Asia,1.64556017
23/09/2020,23,9,2020,71,2,Afghanistan,AF,AFG,38041757,Asia,1.64293148
22/09/2020,22,9,2020,30,3,Afghanistan,AF,AFG,38041757,Asia,1.52464041
21/09/2020,21,9,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.69813397
20/09/2020,20,9,2020,125,4,Afghanistan,AF,AFG,38041757,Asia,1.89265706
19/09/2020,19,9,2020,47,1,Afghanistan,AF,AFG,38041757,Asia,1.61664457
18/09/2020,18,9,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.53515517
17/09/2020,17,9,2020,17,0,Afghanistan,AF,AFG,38041757,Asia,1.65344624
16/09/2020,16,9,2020,40,10,Afghanistan,AF,AFG,38041757,Asia,1.70864874
15/09/2020,15,9,2020,99,6,Afghanistan,AF,AFG,38041757,Asia,1.62715933
14/09/2020,14,9,2020,75,0,Afghanistan,AF,AFG,38041757,Asia,1.45629446
13/09/2020,13,9,2020,35,0,Afghanistan,AF,AFG,38041757,Asia,1.3090878
12/9/2020,12,9,2020,34,0,Afghanistan,AF,AFG,38041757,Asia,1.22496971
11/9/2020,11,9,2020,28,0,Afghanistan,AF,AFG,38041757,Asia,1.16450983
10/9/2020,10,9,2020,24,2,Afghanistan,AF,AFG,38041757,Asia,1.09879257
9/9/2020,9,9,2020,26,3,Afghanistan,AF,AFG,38041757,Asia,1.18028197
8/9/2020,8,9,2020,96,3,Afghanistan,AF,AFG,38041757,Asia,1.11456471
7/9/2020,7,9,2020,74,2,Afghanistan,AF,AFG,38041757,Asia,1.04884745
6/9/2020,6,9,2020,20,0,Afghanistan,AF,AFG,38041757,Asia,0.85432437
5/9/2020,5,9,2020,16,0,Afghanistan,AF,AFG,38041757,Asia,1.07776305
4/9/2020,4,9,2020,45,1,Afghanistan,AF,AFG,38041757,Asia,1.13559424
3/9/2020,3,9,2020,38,3,Afghanistan,AF,AFG,38041757,Asia,1.27228614
2/9/2020,2,9,2020,9,0,Afghanistan,AF,AFG,38041757,Asia,1.59298636
1/9/2020,1,9,2020,34,4,Afghanistan,AF,AFG,38041757,Asia,1.56932815
31/08/2020,31,8,2020,19,0,Afghanistan,AF,AFG,38041757,Asia,1.48783875
30/08/2020,30,8,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,1.55618469
29/08/2020,29,8,2020,11,1,Afghanistan,AF,AFG,38041757,Asia,1.86374147
28/08/2020,28,8,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,1.85322671
27/08/2020,27,8,2020,55,4,Afghanistan,AF,AFG,38041757,Asia,2.05300717
26/08/2020,26,8,2020,1,0,Afghanistan,AF,AFG,38041757,Asia,2.10820967
25/08/2020,25,8,2020,71,10,Afghanistan,AF,AFG,38041757,Asia,2.67074941
24/08/2020,24,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.48411239
23/08/2020,23,8,2020,105,2,Afghanistan,AF,AFG,38041757,Asia,2.48411239
22/08/2020,22,8,2020,38,0,Afghanistan,AF,AFG,38041757,Asia,2.31061883
21/08/2020,21,8,2020,97,2,Afghanistan,AF,AFG,38041757,Asia,2.41576644
20/08/2020,20,8,2020,160,8,Afghanistan,AF,AFG,38041757,Asia,2.26855978
19/08/2020,19,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.02409158
18/08/2020,18,8,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,2.23964419
17/08/2020,17,8,2020,45,5,Afghanistan,AF,AFG,38041757,Asia,2.32901966
16/08/2020,16,8,2020,120,7,Afghanistan,AF,AFG,38041757,Asia,2.21072859
15/08/2020,15,8,2020,7,0,Afghanistan,AF,AFG,38041757,Asia,1.89528575
14/08/2020,14,8,2020,79,9,Afghanistan,AF,AFG,38041757,Asia,2.3185049
13/08/2020,13,8,2020,76,10,Afghanistan,AF,AFG,38041757,Asia,2.29747538
12/8/2020,12,8,2020,215,32,Afghanistan,AF,AFG,38041757,Asia,2.09769491
11/8/2020,11,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.80328159
10/8/2020,10,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.07929408
9/8/2020,9,8,2020,39,5,Afghanistan,AF,AFG,38041757,Asia,2.35793526
8/8/2020,8,8,2020,78,9,Afghanistan,AF,AFG,38041757,Asia,2.57348786
7/8/2020,7,8,2020,41,0,Afghanistan,AF,AFG,38041757,Asia,2.65234858
6/8/2020,6,8,2020,67,4,Afghanistan,AF,AFG,38041757,Asia,2.57874525
5/8/2020,5,8,2020,82,6,Afghanistan,AF,AFG,38041757,Asia,2.89681678
4/8/2020,4,8,2020,37,4,Afghanistan,AF,AFG,38041757,Asia,2.97567749
3/8/2020,3,8,2020,0,1,Afghanistan,AF,AFG,38041757,Asia,3.2464326
2/8/2020,2,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,3.70382472
1/8/2020,1,8,2020,168,12,Afghanistan,AF,AFG,38041757,Asia,3.73536901
31/07/2020,31,7,2020,71,0,Afghanistan,AF,AFG,38041757,Asia,3.86943221
30/07/2020,30,7,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,3.88257567
29/07/2020,29,7,2020,103,1,Afghanistan,AF,AFG,38041757,Asia,4.55026302
28/07/2020,28,7,2020,105,1,Afghanistan,AF,AFG,38041757,Asia,5.02868466
27/07/2020,27,7,2020,106,10,Afghanistan,AF,AFG,38041757,Asia,4.76318694
26/07/2020,26,7,2020,121,13,Afghanistan,AF,AFG,38041757,Asia,4.48454576
25/07/2020,25,7,2020,108,35,Afghanistan,AF,AFG,38041757,Asia,4.38991291
24/07/2020,24,7,2020,13,0,Afghanistan,AF,AFG,38041757,Asia,5.30995453
23/07/2020,23,7,2020,188,21,Afghanistan,AF,AFG,38041757,Asia,5.9460976
22/07/2020,22,7,2020,112,4,Afghanistan,AF,AFG,38041757,Asia,5.60699654
21/07/2020,21,7,2020,140,5,Afghanistan,AF,AFG,38041757,Asia,5.8646082
20/07/2020,20,7,2020,174,17,Afghanistan,AF,AFG,38041757,Asia,6.63481448
19/07/2020,19,7,2020,12,17,Afghanistan,AF,AFG,38041757,Asia,6.91082696
18/07/2020,18,7,2020,219,32,Afghanistan,AF,AFG,38041757,Asia,7.79406692
17/07/2020,17,7,2020,76,21,Afghanistan,AF,AFG,38041757,Asia,8.01224823
16/07/2020,16,7,2020,254,49,Afghanistan,AF,AFG,38041757,Asia,8.30140416
15/07/2020,15,7,2020,285,33,Afghanistan,AF,AFG,38041757,Asia,8.47226904
14/07/2020,14,7,2020,4,2,Afghanistan,AF,AFG,38041757,Asia,8.4564969
13/07/2020,13,7,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,9.15835722
12/7/2020,12,7,2020,85,16,Afghanistan,AF,AFG,38041757,Asia,10.08102754
11/7/2020,11,7,2020,458,37,Afghanistan,AF,AFG,38041757,Asia,10.29132277
10/7/2020,10,7,2020,255,20,Afghanistan,AF,AFG,38041757,Asia,9.81290112
9/7/2020,9,7,2020,59,1,Afghanistan,AF,AFG,38041757,Asia,10.35178265
8/7/2020,8,7,2020,210,16,Afghanistan,AF,AFG,38041757,Asia,10.81180346
7/7/2020,7,7,2020,433,56,Afghanistan,AF,AFG,38041757,Asia,11.14827583
6/7/2020,6,7,2020,279,38,Afghanistan,AF,AFG,38041757,Asia,10.82494691
5/7/2020,5,7,2020,348,7,Afghanistan,AF,AFG,38041757,Asia,11.16667666
4/7/2020,4,7,2020,302,12,Afghanistan,AF,AFG,38041757,Asia,11.68715735
3/7/2020,3,7,2020,186,33,Afghanistan,AF,AFG,38041757,Asia,11.80281973
2/7/2020,2,7,2020,319,28,Afghanistan,AF,AFG,38041757,Asia,13.04356158
1/7/2020,1,7,2020,279,13,Afghanistan,AF,AFG,38041757,Asia,13.68759072
30/06/2020,30,6,2020,271,12,Afghanistan,AF,AFG,38041757,Asia,15.01245066
29/06/2020,29,6,2020,351,18,Afghanistan,AF,AFG,38041757,Asia,16.30050894
28/06/2020,28,6,2020,165,20,Afghanistan,AF,AFG,38041757,Asia,17.12328902
27/06/2020,27,6,2020,276,8,Afghanistan,AF,AFG,38041757,Asia,18.15110695
26/06/2020,26,6,2020,460,36,Afghanistan,AF,AFG,38041757,Asia,19.15000929
25/06/2020,25,6,2020,234,21,Afghanistan,AF,AFG,38041757,Asia,19.90444343
24/06/2020,24,6,2020,338,20,Afghanistan,AF,AFG,38041757,Asia,21.08735409
23/06/2020,23,6,2020,310,17,Afghanistan,AF,AFG,38041757,Asia,21.62360692
22/06/2020,22,6,2020,409,12,Afghanistan,AF,AFG,38041757,Asia,22.32020987
21/06/2020,21,6,2020,546,21,Afghanistan,AF,AFG,38041757,Asia,23.32436959
20/06/2020,20,6,2020,346,2,Afghanistan,AF,AFG,38041757,Asia,23.41900244
19/06/2020,19,6,2020,658,42,Afghanistan,AF,AFG,38041757,Asia,24.91472726
18/06/2020,18,6,2020,564,13,Afghanistan,AF,AFG,38041757,Asia,25.25382831
17/06/2020,17,6,2020,783,13,Afghanistan,AF,AFG,38041757,Asia,25.76379424
16/06/2020,16,6,2020,761,7,Afghanistan,AF,AFG,38041757,Asia,25.70070567
15/06/2020,15,6,2020,664,20,Afghanistan,AF,AFG,38041757,Asia,25.13290856
14/06/2020,14,6,2020,556,5,Afghanistan,AF,AFG,38041757,Asia,25.1749676
13/06/2020,13,6,2020,656,20,Afghanistan,AF,AFG,38041757,Asia,25.98986161
12/6/2020,12,6,2020,747,21,Afghanistan,AF,AFG,38041757,Asia,25.90311483
11/6/2020,11,6,2020,684,21,Afghanistan,AF,AFG,38041757,Asia,25.46412354
10/6/2020,10,6,2020,542,15,Afghanistan,AF,AFG,38041757,Asia,25.30903081
9/6/2020,9,6,2020,575,12,Afghanistan,AF,AFG,38041757,Asia,25.61395889
8/6/2020,8,6,2020,791,30,Afghanistan,AF,AFG,38041757,Asia,25.65601794
7/6/2020,7,6,2020,582,18,Afghanistan,AF,AFG,38041757,Asia,25.11187903
6/6/2020,6,6,2020,915,9,Afghanistan,AF,AFG,38041757,Asia,25.63761711
5/6/2020,5,6,2020,787,6,Afghanistan,AF,AFG,38041757,Asia,24.65185822
4/6/2020,4,6,2020,758,24,Afghanistan,AF,AFG,38041757,Asia,23.97891349
3/6/2020,3,6,2020,759,5,Afghanistan,AF,AFG,38041757,Asia,23.27968185
2/6/2020,2,6,2020,545,8,Afghanistan,AF,AFG,38041757,Asia,22.81177497
1/6/2020,1,6,2020,680,8,Afghanistan,AF,AFG,38041757,Asia,22.45164439
31/05/2020,31,5,2020,866,3,Afghanistan,AF,AFG,38041757,Asia,21.35285181
30/05/2020,30,5,2020,623,11,Afghanistan,AF,AFG,38041757,Asia,19.07640596
29/05/2020,29,5,2020,580,8,Afghanistan,AF,AFG,38041757,Asia,20.23302972
28/05/2020,28,5,2020,625,7,Afghanistan,AF,AFG,38041757,Asia,19.00543132
27/05/2020,27,5,2020,658,1,Afghanistan,AF,AFG,38041757,Asia,18.04333065
26/05/2020,26,5,2020,591,1,Afghanistan,AF,AFG,38041757,Asia,17.04968569
25/05/2020,25,5,2020,584,2,Afghanistan,AF,AFG,38041757,Asia,16.24530644
24/05/2020,24,5,2020,782,11,Afghanistan,AF,AFG,38041757,Asia,15.68013801
23/05/2020,23,5,2020,540,12,Afghanistan,AF,AFG,38041757,Asia,14.29481819
22/05/2020,22,5,2020,531,6,Afghanistan,AF,AFG,38041757,Asia,13.44049382
21/05/2020,21,5,2020,492,9,Afghanistan,AF,AFG,38041757,Asia,12.49416529
20/05/2020,20,5,2020,581,5,Afghanistan,AF,AFG,38041757,Asia,11.64246962
19/05/2020,19,5,2020,408,4,Afghanistan,AF,AFG,38041757,Asia,10.98266833
18/05/2020,18,5,2020,262,1,Afghanistan,AF,AFG,38041757,Asia,10.40961384
17/05/2020,17,5,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,10.3386392
16/05/2020,16,5,2020,1063,32,Afghanistan,AF,AFG,38041757,Asia,10.6908837
15/05/2020,15,5,2020,113,6,Afghanistan,AF,AFG,38041757,Asia,8.32769107
14/05/2020,14,5,2020,259,3,Afghanistan,AF,AFG,38041757,Asia,8.61421832
13/05/2020,13,5,2020,280,5,Afghanistan,AF,AFG,38041757,Asia,8.25408774
12/5/2020,12,5,2020,285,2,Afghanistan,AF,AFG,38041757,Asia,7.84401204
11/5/2020,11,5,2020,369,5,Afghanistan,AF,AFG,38041757,Asia,7.54697003
10/5/2020,10,5,2020,255,6,Afghanistan,AF,AFG,38041757,Asia,6.75573423
9/5/2020,9,5,2020,215,3,Afghanistan,AF,AFG,38041757,Asia,6.37983151
8/5/2020,8,5,2020,171,2,Afghanistan,AF,AFG,38041757,Asia,5.99867141
7/5/2020,7,5,2020,168,9,Afghanistan,AF,AFG,38041757,Asia,5.82517784
6/5/2020,6,5,2020,330,5,Afghanistan,AF,AFG,38041757,Asia,5.60436785
5/5/2020,5,5,2020,190,5,Afghanistan,AF,AFG,38041757,Asia,4.89725015
4/5/2020,4,5,2020,235,13,Afghanistan,AF,AFG,38041757,Asia,4.48980314
3/5/2020,3,5,2020,134,4,Afghanistan,AF,AFG,38041757,Asia,4.10338566
2/5/2020,2,5,2020,164,4,Afghanistan,AF,AFG,38041757,Asia,3.91674864
1/5/2020,1,5,2020,222,4,Afghanistan,AF,AFG,38041757,Asia,3.61970663
30/04/2020,30,4,2020,122,0,Afghanistan,AF,AFG,38041757,Asia,3.06242427
29/04/2020,29,4,2020,124,3,Afghanistan,AF,AFG,38041757,Asia,2.92573237
28/04/2020,28,4,2020,172,0,Afghanistan,AF,AFG,38041757,Asia,2.7285806
27/04/2020,27,4,2020,68,10,Afghanistan,AF,AFG,38041757,Asia,2.42890989
26/04/2020,26,4,2020,112,4,Afghanistan,AF,AFG,38041757,Asia,2.38685085
25/04/2020,25,4,2020,70,1,Afghanistan,AF,AFG,38041757,Asia,2.181813
24/04/2020,24,4,2020,105,2,Afghanistan,AF,AFG,38041757,Asia,2.09506622
23/04/2020,23,4,2020,84,4,Afghanistan,AF,AFG,38041757,Asia,1.97940384
22/04/2020,22,4,2020,61,1,Afghanistan,AF,AFG,38041757,Asia,1.90580051
21/04/2020,21,4,2020,35,2,Afghanistan,AF,AFG,38041757,Asia,1.82431111
20/04/2020,20,4,2020,88,3,Afghanistan,AF,AFG,38041757,Asia,1.83219718
19/04/2020,19,4,2020,63,0,Afghanistan,AF,AFG,38041757,Asia,1.67710445
18/04/2020,18,4,2020,51,1,Afghanistan,AF,AFG,38041757,Asia,1.60350112
17/04/2020,17,4,2020,10,4,Afghanistan,AF,AFG,38041757,Asia,1.46943791
16/04/2020,16,4,2020,70,2,Afghanistan,AF,AFG,38041757,Asia,1.55618469
15/04/2020,15,4,2020,49,2,Afghanistan,AF,AFG,38041757,Asia,1.44052232
14/04/2020,14,4,2020,58,3,Afghanistan,AF,AFG,38041757,Asia,1.37743375
13/04/2020,13,4,2020,52,0,Afghanistan,AF,AFG,38041757,Asia,1.29594435
12/4/2020,12,4,2020,34,3,Afghanistan,AF,AFG,38041757,Asia,1.18028197
11/4/2020,11,4,2020,37,0,Afghanistan,AF,AFG,38041757,Asia,1.13033686
10/4/2020,10,4,2020,61,1,Afghanistan,AF,AFG,38041757,Asia,1.07513436
9/4/2020,9,4,2020,56,3,Afghanistan,AF,AFG,38041757,Asia,0.91478425
8/4/2020,8,4,2020,30,4,Afghanistan,AF,AFG,38041757,Asia,0.85432437
7/4/2020,7,4,2020,38,0,Afghanistan,AF,AFG,38041757,Asia,0.78072104
6/4/2020,6,4,2020,29,2,Afghanistan,AF,AFG,38041757,Asia,0.69660295
5/4/2020,5,4,2020,35,1,Afghanistan,AF,AFG,38041757,Asia,0.64665783
4/4/2020,4,4,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.55465367
3/4/2020,3,4,2020,43,0,Afghanistan,AF,AFG,38041757,Asia,0.55991105
2/4/2020,2,4,2020,26,0,Afghanistan,AF,AFG,38041757,Asia,0.44687736
1/4/2020,1,4,2020,25,0,Afghanistan,AF,AFG,38041757,Asia,0.37853141
31/03/2020,31,3,2020,27,0,Afghanistan,AF,AFG,38041757,Asia,0.31544284
30/03/2020,30,3,2020,8,1,Afghanistan,AF,AFG,38041757,Asia,0.25761166
29/03/2020,29,3,2020,15,1,Afghanistan,AF,AFG,38041757,Asia,0.25235427
28/03/2020,28,3,2020,16,1,Afghanistan,AF,AFG,38041757,Asia,0.22080999
27/03/2020,27,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.18663702
26/03/2020,26,3,2020,33,0,Afghanistan,AF,AFG,38041757,Asia,0.19452309
25/03/2020,25,3,2020,2,0,Afghanistan,AF,AFG,38041757,Asia,0.1077763
24/03/2020,24,3,2020,6,1,Afghanistan,AF,AFG,38041757,Asia,0.10251892
23/03/2020,23,3,2020,10,0,Afghanistan,AF,AFG,38041757,Asia,0.08674678
22/03/2020,22,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.06045988
21/03/2020,21,3,2020,2,0,Afghanistan,AF,AFG,38041757,Asia,0.06045988
20/03/2020,20,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.0552025
19/03/2020,19,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.05783119
18/03/2020,18,3,2020,1,0,Afghanistan,AF,AFG,38041757,Asia,0.05783119
17/03/2020,17,3,2020,5,0,Afghanistan,AF,AFG,38041757,Asia,0.0552025
16/03/2020,16,3,2020,6,0,Afghanistan,AF,AFG,38041757,Asia,0.04205905
15/03/2020,15,3,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,0.0262869
11/3/2020,11,3,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,0.01840083
8/3/2020,8,3,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,0.01051476
2/3/2020,2,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
1/3/2020,1,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
29/02/2020,29,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
28/02/2020,28,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
27/02/2020,27,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
26/02/2020,26,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
25/02/2020,25,2,2020,1,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
24/02/2020,24,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
23/02/2020,23,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
22/02/2020,22,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
21/02/2020,21,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
20/02/2020,20,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
19/02/2020,19,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
18/02/2020,18,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
17/02/2020,17,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
16/02/2020,16,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
15/02/2020,15,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
14/02/2020,14,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
13/02/2020,13,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
12/2/2020,12,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
11/2/2020,11,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
10/2/2020,10,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
9/2/2020,9,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
8/2/2020,8,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
7/2/2020,7,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
6/2/2020,6,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
5/2/2020,5,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
4/2/2020,4,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
3/2/2020,3,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
2/2/2020,2,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
1/2/2020,1,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
31/01/2020,31,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
30/01/2020,30,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
29/01/2020,29,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
28/01/2020,28,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
27/01/2020,27,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
26/01/2020,26,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
25/01/2020,25,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
24/01/2020,24,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
23/01/2020,23,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
22/01/2020,22,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
21/01/2020,21,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
20/01/2020,20,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
19/01/2020,19,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
18/01/2020,18,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
17/01/2020,17,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
16/01/2020,16,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
15/01/2020,15,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
